vote_id,chamber,congress,session,clerk_rollnumber,rollnumber,date,bill_number,n_compared,agreement
house_110_1st_15,house,110,1,15,14,2007-01-09,HR1,426,1.0
house_110_1st_18,house,110,1,18,17,2007-01-10,HR2,430,1.0
house_110_1st_20,house,110,1,20,19,2007-01-11,HR3,426,1.0
house_110_1st_23,house,110,1,23,22,2007-01-12,HR4,424,1.0
house_110_1st_32,house,110,1,32,31,2007-01-17,HR5,426,1.0
house_110_1st_28,house,110,1,28,27,2007-01-17,HR434,414,1.0
house_110_1st_40,house,110,1,40,39,2007-01-18,HR6,426,1.0
house_110_1st_42,house,110,1,42,41,2007-01-19,HR475,415,1.0
house_110_1st_45,house,110,1,45,44,2007-01-22,HR390,414,1.0
house_110_1st_47,house,110,1,47,46,2007-01-23,HR599,426,1.0
house_110_1st_59,house,110,1,59,58,2007-01-29,HR49,408,1.0
house_110_1st_58,house,110,1,58,57,2007-01-29,HR521,407,1.0
house_110_1st_72,house,110,1,72,71,2007-01-31,HJRES20,425,1.0
house_110_1st_77,house,110,1,77,76,2007-02-06,HR386,416,1.0
house_110_1st_76,house,110,1,76,75,2007-02-06,HR161,418,1.0
house_110_1st_78,house,110,1,78,77,2007-02-07,HR365,427,1.0
house_110_1st_80,house,110,1,80,79,2007-02-07,HR482,424,1.0
house_110_1st_92,house,110,1,92,91,2007-02-08,HR547,402,1.0
house_110_1st_98,house,110,1,98,97,2007-02-13,HR437,420,1.0
house_110_1st_105,house,110,1,105,104,2007-02-27,HR884,411,1.0
house_110_1st_104,house,110,1,104,103,2007-02-27,HR755,411,1.0
house_110_1st_110,house,110,1,110,109,2007-02-28,HR556,422,1.0
house_110_1st_118,house,110,1,118,117,2007-03-01,HR800,425,1.0
house_110_1st_119,house,110,1,119,118,2007-03-05,HR995,389,1.0
house_110_1st_120,house,110,1,120,119,2007-03-05,HR497,389,1.0
house_110_1st_125,house,110,1,125,124,2007-03-07,HR569,424,1.0
house_110_1st_130,house,110,1,130,129,2007-03-08,HR700,426,1.0
house_110_1st_135,house,110,1,135,134,2007-03-09,HR720,410,1.0
house_110_1st_142,house,110,1,142,141,2007-03-14,HR1254,423,1.0
house_110_1st_153,house,110,1,153,152,2007-03-14,HR985,424,1.0
house_110_1st_156,house,110,1,156,155,2007-03-15,HR1362,419,1.0
house_110_1st_159,house,110,1,159,158,2007-03-19,HR839,394,1.0
house_110_1st_158,house,110,1,158,157,2007-03-19,HR658,399,1.0
house_110_1st_162,house,110,1,162,161,2007-03-20,HR759,420,1.0
house_110_1st_177,house,110,1,177,176,2007-03-21,HR1130,414,1.0
house_110_1st_172,house,110,1,172,171,2007-03-21,HR1227,426,1.0
house_110_1st_176,house,110,1,176,175,2007-03-21,HR1284,417,1.0
house_110_1st_173,house,110,1,173,172,2007-03-21,HR835,423,1.0
house_110_1st_178,house,110,1,178,177,2007-03-21,HR740,413,1.0
house_110_1st_186,house,110,1,186,185,2007-03-23,HR1591,429,1.0
house_110_1st_201,house,110,1,201,200,2007-03-27,HR1401,422,1.0
house_110_1st_205,house,110,1,205,204,2007-03-28,HR835,421,1.0
house_110_1st_208,house,110,1,208,207,2007-03-28,HR1538,425,1.0
house_110_1st_225,house,110,1,225,224,2007-04-18,HR1361,424,1.0
house_110_1st_234,house,110,1,234,233,2007-04-19,HR1495,418,1.0
house_110_1st_231,house,110,1,231,230,2007-04-19,HR1905,417,1.0
house_110_1st_232,house,110,1,232,231,2007-04-19,HR1906,418,1.0
house_110_1st_244,house,110,1,244,243,2007-04-20,HR1257,402,1.0
house_110_1st_246,house,110,1,246,245,2007-04-23,HR1434,386,1.0
house_110_1st_247,house,110,1,247,246,2007-04-23,HR1402,385,1.0
house_110_1st_257,house,110,1,257,256,2007-04-24,HR363,416,1.0
house_110_1st_254,house,110,1,254,253,2007-04-24,HR362,410,1.0
house_110_1st_260,house,110,1,260,259,2007-04-25,HR1678,424,1.0
house_110_1st_265,house,110,1,265,264,2007-04-25,HR1591,425,1.0
house_110_1st_263,house,110,1,263,262,2007-04-25,HR1332,424,1.0
house_110_1st_269,house,110,1,269,268,2007-04-26,HR249,413,1.0
house_110_1st_285,house,110,1,285,284,2007-05-02,HR1429,412,1.0
house_110_1st_295,house,110,1,295,294,2007-05-02,HR1867,415,1.0
house_110_1st_299,house,110,1,299,298,2007-05-03,HR1592,416,1.0
house_110_1st_301,house,110,1,301,300,2007-05-03,HR1868,407,1.0
house_110_1st_303,house,110,1,303,302,2007-05-07,HR1025,370,1.0
house_110_1st_318,house,110,1,318,317,2007-05-09,HR1684,421,1.0
house_110_1st_330,house,110,1,330,329,2007-05-10,HR2237,425,1.0
house_110_1st_323,house,110,1,323,322,2007-05-10,HR1873,421,1.0
house_110_1st_333,house,110,1,333,332,2007-05-10,HR2206,425,1.0
house_110_1st_336,house,110,1,336,335,2007-05-10,HR2207,421,1.0
house_110_1st_341,house,110,1,341,340,2007-05-11,HR2082,421,1.0
house_110_1st_342,house,110,1,342,341,2007-05-14,HR1124,367,1.0
house_110_1st_377,house,110,1,377,371,2007-05-17,SCONRES21,422,1.0
house_110_1st_373,house,110,1,373,367,2007-05-17,HR1585,423,1.0
house_110_1st_385,house,110,1,385,379,2007-05-21,HR1425,384,1.0
house_110_1st_396,house,110,1,396,390,2007-05-22,HR1427,416,1.0
house_110_1st_397,house,110,1,397,391,2007-05-22,S214,419,1.0
house_110_1st_401,house,110,1,401,395,2007-05-22,HR1722,416,1.0
house_110_1st_405,house,110,1,405,399,2007-05-23,HR2429,421,1.0
house_110_1st_409,house,110,1,409,403,2007-05-23,HR1100,417,1.0
house_110_1st_412,house,110,1,412,406,2007-05-23,HR1470,421,1.0
house_110_1st_423,house,110,1,423,417,2007-05-24,HR2316,417,1.0
house_110_1st_420,house,110,1,420,414,2007-05-24,HR2317,418,1.0
house_110_1st_439,house,110,1,439,433,2007-06-06,HR2560,416,1.0
house_110_1st_438,house,110,1,438,432,2007-06-06,HR2446,415,1.0
house_110_1st_443,house,110,1,443,437,2007-06-07,S5,422,1.0
house_110_1st_447,house,110,1,447,441,2007-06-07,HR65,383,1.0
house_110_1st_449,house,110,1,449,443,2007-06-11,S676,386,1.0
house_110_1st_448,house,110,1,448,442,2007-06-11,HR2356,385,1.0
house_110_1st_491,house,110,1,491,485,2007-06-15,HR2638,417,1.0
house_110_1st_498,house,110,1,498,492,2007-06-15,HR2642,410,1.0
house_110_1st_499,house,110,1,499,493,2007-06-18,HR2563,385,1.0
house_110_1st_515,house,110,1,515,509,2007-06-20,HR2284,423,1.0
house_110_1st_514,house,110,1,514,508,2007-06-20,HR2359,422,1.0
house_110_1st_548,house,110,1,548,542,2007-06-22,HR2771,391,1.0
house_110_1st_542,house,110,1,542,536,2007-06-22,HR2764,418,1.0
house_110_1st_550,house,110,1,550,544,2007-06-25,HR2546,380,1.0
house_110_1st_579,house,110,1,579,573,2007-06-27,HR2643,426,1.0
house_110_1st_606,house,110,1,606,600,2007-06-28,HR2829,418,1.0
house_110_1st_613,house,110,1,613,607,2007-07-11,HR2669,421,1.0
house_110_1st_610,house,110,1,610,604,2007-07-11,S1701,416,1.0
house_110_1st_629,house,110,1,629,623,2007-07-12,HR1851,415,1.0
house_110_1st_624,house,110,1,624,618,2007-07-12,HR2956,423,1.0
house_110_1st_630,house,110,1,630,624,2007-07-16,HR1980,398,1.0
house_110_1st_641,house,110,1,641,635,2007-07-17,HR2641,423,1.0
house_110_1st_686,house,110,1,686,680,2007-07-19,HR3043,415,1.0
house_110_1st_715,house,110,1,715,709,2007-07-24,HR3074,420,1.0
house_110_1st_717,house,110,1,717,711,2007-07-25,HR2929,422,1.0
house_110_1st_744,house,110,1,744,738,2007-07-26,HR3093,422,1.0
house_110_1st_756,house,110,1,756,750,2007-07-27,HR2419,421,1.0
house_110_1st_757,house,110,1,757,751,2007-07-27,HR1,410,1.0
house_110_1st_767,house,110,1,767,761,2007-07-31,HR986,424,1.0
house_110_1st_768,house,110,1,768,762,2007-07-31,HR2831,423,1.0
house_110_1st_787,house,110,1,787,780,2007-08-01,HR3162,428,1.0
house_110_1st_789,house,110,1,789,782,2007-08-01,HR3248,422,1.0
house_110_1st_790,house,110,1,790,783,2007-08-01,HR1495,420,1.0
house_110_1st_802,house,110,1,802,795,2007-08-02,HR2272,423,1.0
house_110_1st_796,house,110,1,796,789,2007-08-02,HR3159,422,1.0
house_110_1st_816,house,110,1,816,809,2007-08-02,HR3161,255,1.0
house_110_1st_821,house,110,1,821,814,2007-08-03,HR3356,424,1.0
house_110_1st_835,house,110,1,835,828,2007-08-04,HR2776,409,1.0
house_110_1st_832,house,110,1,832,825,2007-08-04,HR3221,412,1.0
house_110_1st_836,house,110,1,836,829,2007-08-04,S1927,409,1.0
house_110_1st_846,house,110,1,846,839,2007-08-05,HR3222,407,1.0
house_110_1st_859,house,110,1,859,852,2007-09-06,HR2786,407,1.0
house_110_1st_863,house,110,1,863,856,2007-09-07,HR1908,394,1.0
house_110_1st_864,house,110,1,864,857,2007-09-07,HR2669,388,1.0
house_110_1st_869,house,110,1,869,862,2007-09-17,HR3527,376,1.0
house_110_1st_868,house,110,1,868,861,2007-09-17,HR1657,375,1.0
house_110_1st_876,house,110,1,876,869,2007-09-18,HR1852,419,1.0
house_110_1st_885,house,110,1,885,878,2007-09-19,HR3580,411,1.0
house_110_1st_884,house,110,1,884,877,2007-09-19,HR2761,421,1.0
house_110_1st_890,house,110,1,890,883,2007-09-20,HR2881,417,1.0
house_110_1st_893,house,110,1,893,886,2007-09-24,HR1199,392,1.0
house_110_1st_911,house,110,1,911,904,2007-09-26,HJRES52,417,1.0
house_110_1st_913,house,110,1,913,906,2007-09-26,HR2693,413,1.0
house_110_1st_923,house,110,1,923,916,2007-09-27,HR3567,396,1.0
house_110_1st_921,house,110,1,921,914,2007-09-27,HR3121,408,1.0
house_110_1st_925,house,110,1,925,918,2007-10-01,HR2276,378,1.0
house_110_1st_926,house,110,1,926,919,2007-10-01,HR3325,378,1.0
house_110_1st_937,house,110,1,937,930,2007-10-03,HR928,414,1.0
house_110_1st_940,house,110,1,940,933,2007-10-04,HR2740,418,1.0
house_110_1st_948,house,110,1,948,941,2007-10-04,HR3648,412,1.0
house_110_1st_946,house,110,1,946,939,2007-10-04,HR3246,417,1.0
house_110_1st_960,house,110,1,960,953,2007-10-10,HR3056,404,1.0
house_110_1st_958,house,110,1,958,951,2007-10-10,HR2895,411,1.0
house_110_1st_962,house,110,1,962,955,2007-10-15,HR2089,382,1.0
house_110_1st_973,house,110,1,973,966,2007-10-16,HR2102,418,1.0
house_110_1st_980,house,110,1,980,973,2007-10-17,HR2095,414,1.0
house_110_1st_988,house,110,1,988,981,2007-10-23,HR1808,416,1.0
house_110_1st_996,house,110,1,996,989,2007-10-24,HR1483,412,1.0
house_110_1st_1000,house,110,1,1000,993,2007-10-24,HR505,413,1.0
house_110_1st_1009,house,110,1,1009,1002,2007-10-25,HR3963,406,1.0
house_110_1st_1019,house,110,1,1019,1012,2007-10-30,HR3446,414,1.0
house_110_1st_1018,house,110,1,1018,1011,2007-10-30,HR3307,413,1.0
house_110_1st_1017,house,110,1,1017,1010,2007-10-30,HR3867,413,1.0
house_110_1st_1015,house,110,1,1015,1008,2007-10-30,HJRES58,397,1.0
house_110_1st_1025,house,110,1,1025,1018,2007-10-31,HR3920,420,1.0
house_110_1st_1033,house,110,1,1033,1026,2007-11-01,HR2262,409,1.0
house_110_1st_1050,house,110,1,1050,1043,2007-11-06,HR3043,410,1.0
house_110_1st_1057,house,110,1,1057,1050,2007-11-07,HR3685,418,1.0
house_110_1st_1064,house,110,1,1064,1057,2007-11-08,HR3222,414,1.0
house_110_1st_1060,house,110,1,1060,1053,2007-11-08,HR3688,416,1.0
house_110_1st_1074,house,110,1,1074,1067,2007-11-08,HR3355,412,1.0
house_110_1st_1081,house,110,1,1081,1074,2007-11-09,HR3996,408,1.0
house_110_1st_1082,house,110,1,1082,1075,2007-11-13,HR3315,403,1.0
house_110_1st_1105,house,110,1,1105,1098,2007-11-14,HR4120,408,1.0
house_110_1st_1102,house,110,1,1102,1095,2007-11-14,HR3074,416,1.0
house_110_1st_1090,house,110,1,1090,1083,2007-11-14,HR1429,416,1.0
house_110_1st_1088,house,110,1,1088,1081,2007-11-14,HR3320,419,1.0
house_110_1st_1108,house,110,1,1108,1100,2007-11-14,HR4156,420,1.0
house_110_1st_1118,house,110,1,1118,1110,2007-11-15,HR3915,417,1.0
house_110_1st_1120,house,110,1,1120,1112,2007-11-15,HR3773,415,1.0
house_110_1st_1138,house,110,1,1138,1130,2007-12-06,HR4253,408,1.0
house_110_1st_1141,house,110,1,1141,1132,2007-12-06,HR2085,372,1.0
house_110_1st_1144,house,110,1,1144,1135,2007-12-11,HR4343,389,1.0
house_110_1st_1153,house,110,1,1153,1144,2007-12-12,HR4351,418,1.0
house_110_1st_1151,house,110,1,1151,1142,2007-12-12,HR1585,418,1.0
house_110_1st_1155,house,110,1,1155,1146,2007-12-12,HR3985,373,1.0
house_110_1st_1150,house,110,1,1150,1141,2007-12-12,HR4299,418,1.0
house_110_1st_1160,house,110,1,1160,1151,2007-12-13,HR2082,420,1.0
house_110_1st_1162,house,110,1,1162,1153,2007-12-13,HJRES69,411,1.0
house_110_1st_1170,house,110,1,1170,1161,2007-12-17,HR4286,400,1.0
house_110_1st_1179,house,110,1,1179,1170,2007-12-18,S2271,410,1.0
house_110_1st_1184,house,110,1,1184,1175,2007-12-19,S2499,413,1.0
house_110_2nd_11,house,110,2,11,1187,2008-01-16,HR4986,414,1.0
house_110_2nd_10,house,110,2,10,1186,2008-01-16,HR2768,412,1.0
house_110_2nd_18,house,110,2,18,1194,2008-01-17,HR3524,400,1.0
house_110_2nd_19,house,110,2,19,1195,2008-01-22,HR4211,390,1.0
house_110_2nd_23,house,110,2,23,1199,2008-01-28,S2110,387,1.0
house_110_2nd_24,house,110,2,24,1200,2008-01-28,HR4140,387,1.0
house_110_2nd_28,house,110,2,28,1204,2008-01-29,HR1528,382,1.0
house_110_2nd_25,house,110,2,25,1201,2008-01-29,HR5140,419,1.0
house_110_2nd_40,house,110,2,40,1216,2008-02-07,HR4137,411,1.0
house_110_2nd_54,house,110,2,54,1230,2008-02-13,HR5349,419,1.0
house_110_2nd_65,house,110,2,65,1241,2008-02-14,HR4169,395,1.0
house_110_2nd_63,house,110,2,63,1239,2008-02-14,S2571,399,1.0
house_110_2nd_84,house,110,2,84,1260,2008-02-27,HR5351,417,1.0
house_110_2nd_85,house,110,2,85,1261,2008-02-28,S2272,399,1.0
house_110_2nd_87,house,110,2,87,1263,2008-02-28,HR4454,403,1.0
house_110_2nd_86,house,110,2,86,1262,2008-02-28,HR3936,399,1.0
house_110_2nd_101,house,110,2,101,1277,2008-03-05,HR1424,415,1.0
house_110_2nd_91,house,110,2,91,1267,2008-03-05,HR4191,410,1.0
house_110_2nd_102,house,110,2,102,1278,2008-03-05,HR5400,401,1.0
house_110_2nd_109,house,110,2,109,1285,2008-03-10,HR3196,381,1.0
house_110_2nd_110,house,110,2,110,1286,2008-03-10,HR4166,381,1.0
house_110_2nd_131,house,110,2,131,1307,2008-03-12,HR5563,416,1.0
house_110_2nd_134,house,110,2,134,1310,2008-03-12,S2733,414,1.0
house_110_2nd_158,house,110,2,158,1333,2008-04-02,HR5501,423,1.0
house_110_2nd_160,house,110,2,160,1335,2008-04-03,HR4847,411,1.0
house_110_2nd_174,house,110,2,174,1349,2008-04-09,HR2016,417,1.0
house_110_2nd_176,house,110,2,176,1351,2008-04-09,HR5489,396,1.0
house_110_2nd_177,house,110,2,177,1352,2008-04-09,HR5472,400,1.0
house_110_2nd_190,house,110,2,190,1365,2008-04-15,HR5719,416,1.0
house_110_2nd_191,house,110,2,191,1366,2008-04-15,HR5517,412,1.0
house_110_2nd_199,house,110,2,199,1374,2008-04-16,HR2634,416,1.0
house_110_2nd_204,house,110,2,204,1379,2008-04-17,HR5715,409,1.0
house_110_2nd_217,house,110,2,217,1392,2008-04-23,HR5819,410,1.0
house_110_2nd_223,house,110,2,223,1398,2008-04-24,HR2830,401,1.0
house_110_2nd_226,house,110,2,226,1401,2008-04-29,S2739,407,1.0
house_110_2nd_225,house,110,2,225,1400,2008-04-29,HR4332,408,1.0
house_110_2nd_233,house,110,2,233,1408,2008-04-30,HR5522,411,1.0
house_110_2nd_249,house,110,2,249,1424,2008-05-06,HR3658,415,1.0
house_110_2nd_277,house,110,2,277,1452,2008-05-07,HR5937,417,1.0
house_110_2nd_299,house,110,2,299,1474,2008-05-08,HR5818,426,1.0
house_110_2nd_308,house,110,2,308,1483,2008-05-13,HR4008,406,1.0
house_110_2nd_307,house,110,2,307,1482,2008-05-13,HR6022,409,1.0
house_110_2nd_315,house,110,2,315,1490,2008-05-14,HR2419,423,1.0
house_110_2nd_332,house,110,2,332,1507,2008-05-20,HR6074,407,1.0
house_110_2nd_348,house,110,2,348,1523,2008-05-21,HR5826,416,1.0
house_110_2nd_344,house,110,2,344,1519,2008-05-21,HR6049,422,1.0
house_110_2nd_349,house,110,2,349,1524,2008-05-21,HR5856,415,1.0
house_110_2nd_365,house,110,2,365,1540,2008-05-22,HR5658,406,1.0
house_110_2nd_353,house,110,2,353,1528,2008-05-22,HR6124,415,1.0
house_110_2nd_379,house,110,2,379,1554,2008-06-04,HR3021,413,1.0
house_110_2nd_373,house,110,2,373,1548,2008-06-04,HR5669,414,1.0
house_110_2nd_382,house,110,2,382,1557,2008-06-05,SCONRES70,423,1.0
house_110_2nd_386,house,110,2,386,1561,2008-06-05,HR5540,406,1.0
house_110_2nd_400,house,110,2,400,1575,2008-06-11,HR6003,414,1.0
house_110_2nd_412,house,110,2,412,1587,2008-06-12,HR5749,410,1.0
house_110_2nd_421,house,110,2,421,1596,2008-06-18,HR6063,423,1.0
house_110_2nd_425,house,110,2,425,1600,2008-06-19,HR5710,424,1.0
house_110_2nd_428,house,110,2,428,1603,2008-06-19,HR5781,423,1.0
house_110_2nd_437,house,110,2,437,1612,2008-06-20,HR6304,421,1.0
house_110_2nd_455,house,110,2,455,1630,2008-06-25,HR6275,421,1.0
house_110_2nd_458,house,110,2,458,1633,2008-06-25,HR2176,418,1.0
house_110_2nd_460,house,110,2,460,1635,2008-06-25,HR3195,418,1.0
house_110_2nd_459,house,110,2,459,1634,2008-06-25,HR6358,420,1.0
house_110_2nd_467,house,110,2,467,1642,2008-06-26,HR6052,419,1.0
house_110_2nd_468,house,110,2,468,1643,2008-06-26,HR6377,420,1.0
house_110_2nd_479,house,110,2,479,1654,2008-07-09,HR6184,418,1.0
house_110_2nd_477,house,110,2,477,1652,2008-07-09,HR5811,422,1.0
house_110_2nd_484,house,110,2,484,1659,2008-07-10,HR1286,413,1.0
house_110_2nd_493,house,110,2,493,1668,2008-07-15,HR5803,417,1.0
house_110_2nd_507,house,110,2,507,1682,2008-07-16,HR415,416,1.0
house_110_2nd_511,house,110,2,511,1686,2008-07-17,HR6515,416,1.0
house_110_2nd_520,house,110,2,520,1695,2008-07-23,HR6545,413,1.0
house_110_2nd_518,house,110,2,518,1693,2008-07-23,HR6532,423,1.0
house_110_2nd_530,house,110,2,530,1705,2008-07-24,HR3999,421,1.0
house_110_2nd_556,house,110,2,556,1731,2008-07-31,HR1338,424,1.0
house_110_2nd_544,house,110,2,544,1719,2008-07-31,HR4137,428,1.0
house_110_2nd_557,house,110,2,557,1732,2008-07-31,HR6633,408,1.0
house_110_2nd_563,house,110,2,563,1738,2008-08-01,HR6599,412,1.0
house_110_2nd_568,house,110,2,568,1743,2008-09-08,S2837,375,1.0
house_110_2nd_574,house,110,2,574,1749,2008-09-09,HR6168,402,1.0
house_110_2nd_583,house,110,2,583,1758,2008-09-10,HR3667,416,1.0
house_110_2nd_579,house,110,2,579,1754,2008-09-10,S2617,417,1.0
house_110_2nd_591,house,110,2,591,1766,2008-09-15,HR6889,371,1.0
house_110_2nd_599,house,110,2,599,1774,2008-09-16,HR6899,424,1.0
house_110_2nd_601,house,110,2,601,1776,2008-09-17,HR6842,417,1.0
house_110_2nd_604,house,110,2,604,1779,2008-09-17,HR1594,409,1.0
house_110_2nd_608,house,110,2,608,1783,2008-09-18,HR6604,415,1.0
house_110_2nd_614,house,110,2,614,1789,2008-09-18,HR3036,401,1.0
house_110_2nd_616,house,110,2,616,1791,2008-09-22,HR6685,373,1.0
house_110_2nd_623,house,110,2,623,1798,2008-09-23,HR5244,423,1.0
house_110_2nd_621,house,110,2,621,1796,2008-09-23,SJRES45,414,1.0
house_110_2nd_636,house,110,2,636,1811,2008-09-24,S2606,419,1.0
house_110_2nd_635,house,110,2,635,1810,2008-09-24,HR7006,422,1.0
house_110_2nd_634,house,110,2,634,1809,2008-09-24,HR7005,422,1.0
house_110_2nd_643,house,110,2,643,1818,2008-09-25,HR6950,420,1.0
house_110_2nd_649,house,110,2,649,1824,2008-09-26,HR7060,422,1.0
house_110_2nd_660,house,110,2,660,1835,2008-09-26,HR7110,421,1.0
house_110_2nd_647,house,110,2,647,1822,2008-09-26,HR6045,405,1.0
house_110_2nd_650,house,110,2,650,1825,2008-09-26,S1382,416,1.0
house_110_2nd_659,house,110,2,659,1834,2008-09-26,S1046,418,1.0
house_110_2nd_653,house,110,2,653,1828,2008-09-26,S2932,408,1.0
house_110_2nd_662,house,110,2,662,1837,2008-09-27,HR7081,414,1.0
house_110_2nd_668,house,110,2,668,1843,2008-09-28,S2840,415,1.0
house_110_2nd_664,house,110,2,664,1839,2008-09-28,S3325,421,1.0
house_110_2nd_669,house,110,2,669,1844,2008-09-29,S906,397,1.0
house_110_2nd_675,house,110,2,675,1850,2008-09-29,HR7175,379,1.0
house_110_2nd_676,house,110,2,676,1851,2008-10-02,S3641,411,1.0
house_110_2nd_682,house,110,2,682,1857,2008-10-03,S3197,410,1.0
house_110_2nd_690,house,110,2,690,1865,2008-12-10,HR7321,406,1.0
house_111_1st_6,house,111,1,6,5,2009-01-07,HR36,417,1.0
house_111_1st_5,house,111,1,5,4,2009-01-07,HR35,415,1.0
house_111_1st_9,house,111,1,9,8,2009-01-09,HR11,416,1.0
house_111_1st_8,house,111,1,8,7,2009-01-09,HR12,417,1.0
house_111_1st_16,house,111,1,16,15,2009-01-14,HR2,426,1.0
house_111_1st_26,house,111,1,26,25,2009-01-21,HR384,424,1.0
house_111_1st_27,house,111,1,27,26,2009-01-22,HJRES3,423,1.0
house_111_1st_37,house,111,1,37,36,2009-01-27,S181,425,1.0
house_111_1st_46,house,111,1,46,45,2009-01-28,HR1,430,1.0
house_111_1st_49,house,111,1,49,48,2009-02-03,HR559,414,1.0
house_111_1st_52,house,111,1,52,51,2009-02-04,S352,420,1.0
house_111_1st_53,house,111,1,53,52,2009-02-04,HR738,406,1.0
house_111_1st_70,house,111,1,70,69,2009-02-13,HR1,427,1.0
house_111_1st_72,house,111,1,72,71,2009-02-23,HR911,395,1.0
house_111_1st_74,house,111,1,74,73,2009-02-23,HR601,395,1.0
house_111_1st_73,house,111,1,73,72,2009-02-23,HR44,396,1.0
house_111_1st_79,house,111,1,79,78,2009-02-24,S234,415,1.0
house_111_1st_76,house,111,1,76,75,2009-02-24,HR80,416,1.0
house_111_1st_77,house,111,1,77,76,2009-02-24,HR637,416,1.0
house_111_1st_86,house,111,1,86,85,2009-02-25,HR1105,421,1.0
house_111_1st_104,house,111,1,104,103,2009-03-05,HR1106,423,1.0
house_111_1st_109,house,111,1,109,108,2009-03-06,HJRES38,376,1.0
house_111_1st_115,house,111,1,115,114,2009-03-10,HR842,422,1.0
house_111_1st_114,house,111,1,114,113,2009-03-10,HR813,425,1.0
house_111_1st_123,house,111,1,123,122,2009-03-12,HR1262,416,1.0
house_111_1st_126,house,111,1,126,125,2009-03-16,HR1217,382,1.0
house_111_1st_125,house,111,1,125,124,2009-03-16,HR987,382,1.0
house_111_1st_127,house,111,1,127,126,2009-03-16,HR1284,382,1.0
house_111_1st_130,house,111,1,130,129,2009-03-17,HR628,414,1.0
house_111_1st_140,house,111,1,140,139,2009-03-18,HR1388,424,1.0
house_111_1st_143,house,111,1,143,142,2009-03-19,HR1586,419,1.0
house_111_1st_145,house,111,1,145,144,2009-03-23,HR918,394,1.0
house_111_1st_146,house,111,1,146,145,2009-03-23,HR1218,397,1.0
house_111_1st_148,house,111,1,148,147,2009-03-24,HR730,416,1.0
house_111_1st_147,house,111,1,147,146,2009-03-24,HR1617,413,1.0
house_111_1st_152,house,111,1,152,151,2009-03-25,S383,421,1.0
house_111_1st_162,house,111,1,162,161,2009-03-26,HR1404,414,1.0
house_111_1st_174,house,111,1,174,173,2009-03-31,HR1299,415,1.0
house_111_1st_173,house,111,1,173,172,2009-03-31,HR151,421,1.0
house_111_1st_171,house,111,1,171,170,2009-03-31,HR1253,423,1.0
house_111_1st_167,house,111,1,167,166,2009-03-31,HR1259,413,1.0
house_111_1st_182,house,111,1,182,181,2009-04-01,HR1664,416,1.0
house_111_1st_187,house,111,1,187,186,2009-04-02,HR1256,408,1.0
house_111_1st_195,house,111,1,195,194,2009-04-21,HR1219,403,1.0
house_111_1st_193,house,111,1,193,192,2009-04-21,HR388,402,1.0
house_111_1st_196,house,111,1,196,195,2009-04-22,HR1679,421,1.0
house_111_1st_199,house,111,1,199,198,2009-04-22,HR957,415,1.0
house_111_1st_197,house,111,1,197,196,2009-04-22,HR586,420,1.0
house_111_1st_205,house,111,1,205,204,2009-04-23,HR1145,421,1.0
house_111_1st_208,house,111,1,208,207,2009-04-27,HR1746,393,1.0
house_111_1st_210,house,111,1,210,209,2009-04-28,HR1243,421,1.0
house_111_1st_215,house,111,1,215,214,2009-04-28,HR1595,418,1.0
house_111_1st_223,house,111,1,223,222,2009-04-29,HR1913,422,1.0
house_111_1st_221,house,111,1,221,220,2009-04-29,HR46,414,1.0
house_111_1st_216,house,111,1,216,215,2009-04-29,SCONRES13,424,1.0
house_111_1st_228,house,111,1,228,227,2009-04-30,HR627,425,1.0
house_111_1st_242,house,111,1,242,241,2009-05-07,HR1728,412,1.0
house_111_1st_248,house,111,1,248,247,2009-05-13,HR2162,418,1.0
house_111_1st_259,house,111,1,259,258,2009-05-14,HR2187,428,1.0
house_111_1st_265,house,111,1,265,264,2009-05-14,HR2346,426,1.0
house_111_1st_266,house,111,1,266,265,2009-05-14,HR347,409,1.0
house_111_1st_281,house,111,1,281,280,2009-05-20,HR2352,419,1.0
house_111_1st_286,house,111,1,286,285,2009-05-21,S454,409,1.0
house_111_1st_291,house,111,1,291,290,2009-05-21,HR915,411,1.0
house_111_1st_297,house,111,1,297,296,2009-06-03,HR31,417,1.0
house_111_1st_310,house,111,1,310,309,2009-06-04,HR626,410,1.0
house_111_1st_307,house,111,1,307,306,2009-06-04,HR2200,420,1.0
house_111_1st_302,house,111,1,302,301,2009-06-04,HR1817,418,1.0
house_111_1st_314,house,111,1,314,313,2009-06-09,HR2751,415,1.0
house_111_1st_328,house,111,1,328,327,2009-06-10,HR2410,420,1.0
house_111_1st_333,house,111,1,333,332,2009-06-11,HR1886,417,1.0
house_111_1st_337,house,111,1,337,336,2009-06-15,HR2325,372,1.0
house_111_1st_344,house,111,1,344,343,2009-06-16,HR403,417,1.0
house_111_1st_340,house,111,1,340,339,2009-06-16,HR2470,415,1.0
house_111_1st_348,house,111,1,348,347,2009-06-16,HR2346,426,1.0
house_111_1st_408,house,111,1,408,407,2009-06-18,HR2847,414,1.0
house_111_1st_413,house,111,1,413,412,2009-06-19,HR2918,408,1.0
house_111_1st_419,house,111,1,419,417,2009-06-23,S407,401,1.0
house_111_1st_433,house,111,1,433,431,2009-06-24,HR2990,402,1.0
house_111_1st_450,house,111,1,450,448,2009-06-24,HR2892,424,1.0
house_111_1st_460,house,111,1,460,458,2009-06-25,HR2647,409,1.0
