vote_id,chamber,congress,session,clerk_rollnumber,rollnumber,date,bill_number,n_compared,agreement
house_112_2nd_655,house,112,2,655,1598,2013-01-01,HR6726,415,1.0
house_113_1st_7,house,113,1,7,6,2013-01-04,HR41,420,1.0
house_113_1st_8,house,113,1,8,7,2013-01-14,HR219,402,1.0
house_113_1st_23,house,113,1,23,22,2013-01-15,HR152,420,1.0
house_113_1st_24,house,113,1,24,23,2013-01-22,HR307,423,1.0
house_113_1st_30,house,113,1,30,29,2013-01-23,HR325,428,1.0
house_113_1st_31,house,113,1,31,30,2013-02-04,HR225,401,1.0
house_113_1st_32,house,113,1,32,31,2013-02-04,HR297,401,1.0
house_113_1st_38,house,113,1,38,37,2013-02-06,HR444,419,1.0
house_113_1st_40,house,113,1,40,39,2013-02-13,HR267,421,1.0
house_113_1st_39,house,113,1,39,38,2013-02-13,HR592,425,1.0
house_113_1st_44,house,113,1,44,43,2013-02-15,HR273,414,1.0
house_113_1st_47,house,113,1,47,46,2013-02-25,HR667,393,1.0
house_113_1st_55,house,113,1,55,54,2013-02-28,S47,423,1.0
house_113_1st_57,house,113,1,57,56,2013-03-05,HR668,419,1.0
house_113_1st_58,house,113,1,58,57,2013-03-05,HR338,425,1.0
house_113_1st_62,house,113,1,62,61,2013-03-06,HR933,417,1.0
house_113_1st_63,house,113,1,63,62,2013-03-12,HR1035,413,1.0
house_113_1st_68,house,113,1,68,67,2013-03-13,HR890,426,1.0
house_113_1st_75,house,113,1,75,74,2013-03-15,HR803,416,1.0
house_113_1st_90,house,113,1,90,89,2013-04-09,HR254,403,1.0
house_113_1st_91,house,113,1,91,90,2013-04-09,HR1033,404,1.0
house_113_1st_96,house,113,1,96,95,2013-04-10,HR678,422,1.0
house_113_1st_101,house,113,1,101,100,2013-04-12,HR1120,427,1.0
house_113_1st_105,house,113,1,105,104,2013-04-15,HR249,408,1.0
house_113_1st_106,house,113,1,106,105,2013-04-16,HR1163,415,1.0
house_113_1st_117,house,113,1,117,116,2013-04-18,HR624,414,1.0
house_113_1st_118,house,113,1,118,117,2013-04-23,HR1067,408,1.0
house_113_1st_128,house,113,1,128,127,2013-04-26,HR527,394,1.0
house_113_1st_125,house,113,1,125,124,2013-04-26,HR1765,401,1.0
house_113_1st_129,house,113,1,129,128,2013-05-06,HR588,399,1.0
house_113_1st_130,house,113,1,130,129,2013-05-06,HR291,391,1.0
house_113_1st_131,house,113,1,131,130,2013-05-06,HR507,402,1.0
house_113_1st_137,house,113,1,137,136,2013-05-08,HR1406,426,1.0
house_113_1st_142,house,113,1,142,141,2013-05-09,HR807,427,1.0
house_113_1st_145,house,113,1,145,144,2013-05-14,HR1580,412,1.0
house_113_1st_154,house,113,1,154,153,2013-05-16,HR45,423,1.0
house_113_1st_160,house,113,1,160,159,2013-05-17,HR1062,395,1.0
house_113_1st_162,house,113,1,162,161,2013-05-20,HR1073,392,1.0
house_113_1st_161,house,113,1,161,160,2013-05-20,HR258,392,1.0
house_113_1st_179,house,113,1,179,178,2013-05-22,HR3,415,1.0
house_113_1st_183,house,113,1,183,182,2013-05-23,HR1911,418,1.0
house_113_1st_184,house,113,1,184,183,2013-06-03,HR1206,400,1.0
house_113_1st_185,house,113,1,185,184,2013-06-03,S622,401,1.0
house_113_1st_193,house,113,1,193,192,2013-06-04,HR2216,424,1.0
house_113_1st_211,house,113,1,211,210,2013-06-06,HR2217,426,1.0
house_113_1st_212,house,113,1,212,211,2013-06-11,HR251,403,1.0
house_113_1st_213,house,113,1,213,212,2013-06-11,HR1157,408,1.0
house_113_1st_216,house,113,1,216,215,2013-06-12,HR742,421,1.0
house_113_1st_219,house,113,1,219,218,2013-06-12,HR1038,422,1.0
house_113_1st_218,house,113,1,218,217,2013-06-12,HR1256,424,1.0
house_113_1st_244,house,113,1,244,243,2013-06-14,HR1960,422,1.0
house_113_1st_247,house,113,1,247,246,2013-06-17,HR862,395,1.0
house_113_1st_245,house,113,1,245,244,2013-06-17,HR876,397,1.0
house_113_1st_250,house,113,1,250,249,2013-06-18,HR1151,423,1.0
house_113_1st_251,house,113,1,251,250,2013-06-18,HR1797,423,1.0
house_113_1st_252,house,113,1,252,251,2013-06-18,HR1896,420,1.0
house_113_1st_286,house,113,1,286,285,2013-06-20,HR1947,428,1.0
house_113_1st_288,house,113,1,288,287,2013-06-25,HR1092,394,1.0
house_113_1st_287,house,113,1,287,286,2013-06-25,HR2383,396,1.0
house_113_1st_294,house,113,1,294,293,2013-06-27,HR1864,422,1.0
house_113_1st_293,house,113,1,293,292,2013-06-27,HR1613,426,1.0
house_113_1st_304,house,113,1,304,303,2013-06-28,HR2231,420,1.0
house_113_1st_307,house,113,1,307,306,2013-07-08,HR1171,387,1.0
house_113_1st_345,house,113,1,345,344,2013-07-10,HR2609,424,1.0
house_113_1st_353,house,113,1,353,352,2013-07-11,HR2642,423,1.0
house_113_1st_354,house,113,1,354,353,2013-07-16,HR2576,406,1.0
house_113_1st_356,house,113,1,356,355,2013-07-16,HR2611,410,1.0
house_113_1st_361,house,113,1,361,360,2013-07-17,HR2667,424,1.0
house_113_1st_363,house,113,1,363,362,2013-07-17,HR2668,424,1.0
house_113_1st_374,house,113,1,374,373,2013-07-19,HR5,427,1.0
house_113_1st_375,house,113,1,375,374,2013-07-22,HR1542,390,1.0
house_113_1st_414,house,113,1,414,413,2013-07-24,HR2397,423,1.0
house_113_1st_418,house,113,1,418,417,2013-07-25,HR2218,419,1.0
house_113_1st_432,house,113,1,432,431,2013-08-01,HR1582,412,1.0
house_113_1st_436,house,113,1,436,435,2013-08-01,HR2879,414,1.0
house_113_1st_447,house,113,1,447,446,2013-08-02,HR2009,416,1.0
house_113_1st_445,house,113,1,445,444,2013-08-02,HR367,414,1.0
house_113_1st_454,house,113,1,454,453,2013-09-10,S256,414,1.0
house_113_1st_451,house,113,1,451,450,2013-09-10,HR2747,405,1.0
house_113_1st_452,house,113,1,452,451,2013-09-10,S130,408,1.0
house_113_1st_455,house,113,1,455,454,2013-09-10,S459,418,1.0
house_113_1st_453,house,113,1,453,452,2013-09-10,S304,419,1.0
house_113_1st_458,house,113,1,458,457,2013-09-12,HR2775,425,1.0
house_113_1st_461,house,113,1,461,460,2013-09-17,HR2449,406,1.0
house_113_1st_471,house,113,1,471,470,2013-09-18,HR761,423,1.0
house_113_1st_476,house,113,1,476,475,2013-09-19,HR3102,426,1.0
house_113_1st_483,house,113,1,483,482,2013-09-20,HR1526,416,1.0
house_113_1st_478,house,113,1,478,477,2013-09-20,HJRES59,418,1.0
house_113_1st_484,house,113,1,484,483,2013-09-25,HR1961,369,1.0
house_113_1st_487,house,113,1,487,486,2013-09-26,HR2600,410,1.0
house_113_1st_486,house,113,1,486,485,2013-09-26,HR3095,405,1.0
house_113_1st_492,house,113,1,492,491,2013-09-27,HR3096,405,1.0
house_113_1st_499,house,113,1,499,498,2013-09-29,HR3210,422,1.0
house_113_1st_503,house,113,1,503,502,2013-09-30,S1348,421,1.0
house_113_1st_507,house,113,1,507,506,2013-10-01,HJRES71,427,1.0
house_113_1st_506,house,113,1,506,505,2013-10-01,HJRES72,427,1.0
house_113_1st_508,house,113,1,508,507,2013-10-01,HJRES70,427,1.0
house_113_1st_513,house,113,1,513,512,2013-10-02,HJRES70,424,1.0
house_113_1st_514,house,113,1,514,513,2013-10-02,HJRES73,424,1.0
house_113_1st_518,house,113,1,518,517,2013-10-03,HJRES72,415,1.0
house_113_1st_516,house,113,1,516,515,2013-10-03,HR3230,424,1.0
house_113_1st_524,house,113,1,524,523,2013-10-04,HJRES75,407,1.0
house_113_1st_522,house,113,1,522,521,2013-10-04,HJRES85,410,1.0
house_113_1st_525,house,113,1,525,524,2013-10-05,HR3223,406,1.0
house_113_1st_528,house,113,1,528,527,2013-10-07,HJRES77,396,1.0
house_113_1st_530,house,113,1,530,529,2013-10-08,HJRES84,415,1.0
house_113_1st_535,house,113,1,535,534,2013-10-08,HJRES89,419,1.0
house_113_1st_534,house,113,1,534,533,2013-10-08,HR3273,420,1.0
house_113_1st_538,house,113,1,538,537,2013-10-09,HJRES91,424,1.0
house_113_1st_537,house,113,1,537,536,2013-10-09,HJRES90,423,1.0
house_113_1st_540,house,113,1,540,539,2013-10-10,HJRES79,423,1.0
house_113_1st_542,house,113,1,542,541,2013-10-11,HJRES76,423,1.0
house_113_1st_548,house,113,1,548,547,2013-10-14,HJRES80,392,1.0
house_113_1st_551,house,113,1,551,550,2013-10-22,HR185,402,1.0
house_113_1st_552,house,113,1,552,551,2013-10-22,HR3205,401,1.0
house_113_1st_560,house,113,1,560,559,2013-10-23,HR3080,419,1.0
house_113_1st_562,house,113,1,562,561,2013-10-28,HR2011,405,1.0
house_113_1st_567,house,113,1,567,566,2013-10-29,HR2374,419,1.0
house_113_1st_570,house,113,1,570,569,2013-10-30,HJRES99,412,1.0
house_113_1st_569,house,113,1,569,568,2013-10-30,HR992,413,1.0
house_113_1st_572,house,113,1,572,571,2013-11-12,HR2922,401,1.0
house_113_1st_571,house,113,1,571,570,2013-11-12,HR2871,400,1.0
house_113_1st_579,house,113,1,579,578,2013-11-13,HR982,419,1.0
house_113_1st_581,house,113,1,581,580,2013-11-14,HR2655,422,1.0
house_113_1st_587,house,113,1,587,586,2013-11-15,HR3350,417,1.0
house_113_1st_600,house,113,1,600,599,2013-11-20,HR1965,419,1.0
house_113_1st_604,house,113,1,604,603,2013-11-20,HR2728,421,1.0
house_113_1st_611,house,113,1,611,610,2013-11-21,HR1900,415,1.0
house_113_1st_612,house,113,1,612,611,2013-12-02,HR3547,379,1.0
house_113_1st_613,house,113,1,613,612,2013-12-02,HR3588,382,1.0
house_113_1st_615,house,113,1,615,614,2013-12-03,HR255,404,1.0
house_113_1st_622,house,113,1,622,621,2013-12-04,HR1105,411,1.0
house_113_1st_629,house,113,1,629,628,2013-12-05,HR3309,414,1.0
house_113_1st_634,house,113,1,634,633,2013-12-11,S1471,397,1.0
house_113_2nd_4,house,113,2,4,643,2014-01-08,HR3628,404,1.0
house_113_2nd_2,house,113,2,2,641,2014-01-08,HR724,403,1.0
house_113_2nd_10,house,113,2,10,649,2014-01-09,HR2279,411,1.0
house_113_2nd_11,house,113,2,11,650,2014-01-10,HR3811,411,1.0
house_113_2nd_13,house,113,2,13,652,2014-01-13,S230,392,1.0
house_113_2nd_12,house,113,2,12,651,2014-01-13,HR1513,394,1.0
house_113_2nd_17,house,113,2,17,656,2014-01-14,HR2860,416,1.0
house_113_2nd_15,house,113,2,15,654,2014-01-14,HR801,419,1.0
house_113_2nd_23,house,113,2,23,662,2014-01-16,HR3362,411,1.0
house_113_2nd_30,house,113,2,30,669,2014-01-28,HR7,413,1.0
house_113_2nd_31,house,113,2,31,670,2014-01-29,HR2642,415,1.0
house_113_2nd_50,house,113,2,50,689,2014-02-05,HR3964,418,1.0
house_113_2nd_41,house,113,2,41,680,2014-02-05,HR3590,420,1.0
house_113_2nd_54,house,113,2,54,693,2014-02-06,HR2954,412,1.0
house_113_2nd_61,house,113,2,61,700,2014-02-11,S540,420,1.0
house_113_2nd_67,house,113,2,67,706,2014-02-26,HR1944,416,1.0
house_113_2nd_69,house,113,2,69,708,2014-02-26,HR3865,417,1.0
house_113_2nd_85,house,113,2,85,724,2014-02-27,HR3193,412,1.0
house_113_2nd_78,house,113,2,78,717,2014-02-27,HR2804,413,1.0
house_113_2nd_90,house,113,2,90,729,2014-02-28,HR899,408,1.0
house_113_2nd_97,house,113,2,97,736,2014-03-05,HR4118,408,1.0
house_113_2nd_114,house,113,2,114,753,2014-03-06,HR4152,406,1.0
house_113_2nd_106,house,113,2,106,745,2014-03-06,HR3826,410,1.0
house_113_2nd_113,house,113,2,113,752,2014-03-06,HR2641,406,1.0
house_113_2nd_115,house,113,2,115,754,2014-03-11,HR3474,406,1.0
house_113_2nd_124,house,113,2,124,763,2014-03-12,HR4138,412,1.0
house_113_2nd_129,house,113,2,129,768,2014-03-13,HR3973,412,1.0
house_113_2nd_132,house,113,2,132,771,2014-03-13,HR3189,409,1.0
house_113_2nd_135,house,113,2,135,774,2014-03-14,HR4015,416,1.0
house_113_2nd_136,house,113,2,136,775,2014-03-24,HR3060,395,1.0
house_113_2nd_141,house,113,2,141,780,2014-03-25,HR2824,418,1.0
house_113_2nd_147,house,113,2,147,786,2014-03-26,HR1459,420,1.0
house_113_2nd_150,house,113,2,150,789,2014-04-01,S2183,408,1.0
house_113_2nd_156,house,113,2,156,795,2014-04-03,HR2575,424,1.0
house_113_2nd_164,house,113,2,164,803,2014-04-04,HR1874,403,1.0
house_113_2nd_166,house,113,2,166,805,2014-04-07,HR1872,393,1.0
house_113_2nd_168,house,113,2,168,807,2014-04-08,HR1871,413,1.0
house_113_2nd_174,house,113,2,174,813,2014-04-09,HR4414,414,1.0
house_113_2nd_179,house,113,2,179,818,2014-04-28,HR4120,381,1.0
house_113_2nd_182,house,113,2,182,821,2014-04-29,HR4414,415,1.0
house_113_2nd_187,house,113,2,187,826,2014-04-30,HR4486,414,1.0
house_113_2nd_193,house,113,2,193,832,2014-05-01,HR4487,413,1.0
house_113_2nd_194,house,113,2,194,833,2014-05-06,HR4292,390,1.0
house_113_2nd_217,house,113,2,217,856,2014-05-09,HR10,403,1.0
house_113_2nd_211,house,113,2,211,850,2014-05-09,HR4438,403,1.0
house_113_2nd_229,house,113,2,229,868,2014-05-21,HR4031,420,1.0
house_113_2nd_230,house,113,2,230,869,2014-05-22,HR3361,421,1.0
house_113_2nd_240,house,113,2,240,879,2014-05-22,HR4435,420,1.0
house_113_2nd_271,house,113,2,271,910,2014-05-30,HR4681,401,1.0
house_113_2nd_269,house,113,2,269,908,2014-05-30,HR4660,405,1.0
house_113_2nd_287,house,113,2,287,925,2014-06-10,HR4810,424,1.0
house_113_2nd_297,house,113,2,297,935,2014-06-10,HR4745,419,1.0
house_113_2nd_309,house,113,2,309,947,2014-06-12,HR4457,413,1.0
house_113_2nd_311,house,113,2,311,949,2014-06-12,HR4453,415,1.0
house_113_2nd_313,house,113,2,313,951,2014-06-17,HR3375,393,1.0
house_113_2nd_314,house,113,2,314,952,2014-06-17,HR1671,395,1.0
house_113_2nd_338,house,113,2,338,976,2014-06-20,HR4870,410,1.0
house_113_2nd_339,house,113,2,339,977,2014-06-23,S1044,381,1.0
house_113_2nd_349,house,113,2,349,987,2014-06-24,HR4413,406,1.0
house_113_2nd_354,house,113,2,354,992,2014-06-24,HR3301,408,1.0
house_113_2nd_359,house,113,2,359,997,2014-06-25,HR6,412,1.0
house_113_2nd_368,house,113,2,368,1006,2014-06-26,HR4899,410,1.0
house_113_2nd_370,house,113,2,370,1008,2014-07-08,HR4289,389,1.0
house_113_2nd_402,house,113,2,402,1040,2014-07-10,HR4923,419,1.0
house_113_2nd_404,house,113,2,404,1042,2014-07-11,HR4718,414,1.0
house_113_2nd_406,house,113,2,406,1044,2014-07-14,HR5029,384,1.0
house_113_2nd_405,house,113,2,405,1043,2014-07-14,HR4195,383,1.0
house_113_2nd_414,house,113,2,414,1052,2014-07-15,HR5021,418,1.0
house_113_2nd_427,house,113,2,427,1065,2014-07-16,HR5016,419,1.0
house_113_2nd_432,house,113,2,432,1070,2014-07-17,HR4719,403,1.0
house_113_2nd_441,house,113,2,441,1079,2014-07-23,HR3136,410,1.0
house_113_2nd_449,house,113,2,449,1087,2014-07-24,HR3393,410,1.0
house_113_2nd_446,house,113,2,446,1084,2014-07-24,HR4984,412,1.0
house_113_2nd_454,house,113,2,454,1092,2014-07-25,HR5081,395,1.0
house_113_2nd_451,house,113,2,451,1089,2014-07-25,HR4935,406,1.0
house_113_2nd_455,house,113,2,455,1093,2014-07-28,HR935,398,1.0
house_113_2nd_463,house,113,2,463,1101,2014-07-29,HR4315,419,1.0
house_113_2nd_470,house,113,2,470,1108,2014-07-31,HR935,424,1.0
house_113_2nd_479,house,113,2,479,1117,2014-08-01,HR5272,404,1.0
house_113_2nd_478,house,113,2,478,1116,2014-08-01,HR5230,408,1.0
house_113_2nd_482,house,113,2,482,1120,2014-09-08,HR5019,395,1.0
house_113_2nd_481,house,113,2,481,1119,2014-09-08,HR5089,397,1.0
house_113_2nd_489,house,113,2,489,1127,2014-09-09,HR5078,410,1.0
house_113_2nd_493,house,113,2,493,1131,2014-09-10,HR4751,418,1.0
house_113_2nd_492,house,113,2,492,1130,2014-09-10,HR2678,420,1.0
house_113_2nd_495,house,113,2,495,1133,2014-09-11,HR3522,410,1.0
house_113_2nd_496,house,113,2,496,1134,2014-09-11,HR5161,398,1.0
house_113_2nd_500,house,113,2,500,1138,2014-09-16,S2154,410,1.0
house_113_2nd_503,house,113,2,503,1141,2014-09-16,S1603,419,1.0
house_113_2nd_502,house,113,2,502,1140,2014-09-16,HR5461,420,1.0
house_113_2nd_509,house,113,2,509,1147,2014-09-17,HJRES124,423,1.0
house_113_2nd_505,house,113,2,505,1143,2014-09-17,HR5462,419,1.0
house_113_2nd_506,house,113,2,506,1144,2014-09-17,S476,415,1.0
house_113_2nd_513,house,113,2,513,1151,2014-09-18,HR4,413,1.0
house_113_2nd_515,house,113,2,515,1153,2014-09-18,HR2,414,1.0
house_113_2nd_519,house,113,2,519,1157,2014-11-14,HR5682,410,1.0
house_113_2nd_520,house,113,2,520,1158,2014-11-17,HR5162,377,1.0
house_113_2nd_525,house,113,2,525,1163,2014-11-18,HR1422,417,1.0
house_113_2nd_528,house,113,2,528,1166,2014-11-19,HR4012,424,1.0
house_113_2nd_531,house,113,2,531,1169,2014-11-20,HR4795,407,1.0
house_113_2nd_533,house,113,2,533,1171,2014-12-01,HR3438,384,1.0
house_113_2nd_534,house,113,2,534,1172,2014-12-02,S2040,411,1.0
house_113_2nd_538,house,113,2,538,1176,2014-12-02,HR3240,419,1.0
house_113_2nd_537,house,113,2,537,1175,2014-12-02,HR5739,417,1.0
house_113_2nd_535,house,113,2,535,1173,2014-12-02,HR5050,415,1.0
house_113_2nd_545,house,113,2,545,1183,2014-12-03,HR647,418,1.0
house_113_2nd_544,house,113,2,544,1182,2014-12-03,HR5771,421,1.0
house_113_2nd_541,house,113,2,541,1179,2014-12-03,HR5769,413,1.0
house_113_2nd_550,house,113,2,550,1188,2014-12-04,HR5759,413,1.0
house_113_2nd_553,house,113,2,553,1191,2014-12-09,HR5781,409,1.0
house_113_2nd_555,house,113,2,555,1193,2014-12-10,S1000,413,1.0
house_113_2nd_557,house,113,2,557,1195,2014-12-10,S2244,421,1.0
house_113_2nd_562,house,113,2,562,1200,2014-12-11,HR5806,421,1.0
house_114_1st_7,house,114,1,7,6,2015-01-06,HR22,404,1.0
house_114_1st_9,house,114,1,9,8,2015-01-07,HR37,413,1.0
house_114_1st_10,house,114,1,10,9,2015-01-07,HR23,411,1.0
house_114_1st_8,house,114,1,8,7,2015-01-07,HR26,412,1.0
house_114_1st_14,house,114,1,14,13,2015-01-08,HR30,415,1.0
house_114_1st_16,house,114,1,16,15,2015-01-09,HR3,410,1.0
house_114_1st_18,house,114,1,18,17,2015-01-12,HR33,392,1.0
house_114_1st_17,house,114,1,17,16,2015-01-12,HR203,394,1.0
house_114_1st_28,house,114,1,28,27,2015-01-13,HR185,416,1.0
house_114_1st_37,house,114,1,37,36,2015-01-14,HR37,416,1.0
house_114_1st_35,house,114,1,35,34,2015-01-14,HR240,418,1.0
house_114_1st_41,house,114,1,41,40,2015-01-21,HR161,413,1.0
house_114_1st_45,house,114,1,45,44,2015-01-22,HR7,412,1.0
house_114_1st_48,house,114,1,48,47,2015-01-27,HR246,402,1.0
house_114_1st_47,house,114,1,47,46,2015-01-27,HR469,402,1.0
house_114_1st_50,house,114,1,50,49,2015-01-28,HR351,401,1.0
house_114_1st_53,house,114,1,53,52,2015-02-02,HR623,372,1.0
house_114_1st_51,house,114,1,51,50,2015-02-02,HR361,372,1.0
house_114_1st_52,house,114,1,52,51,2015-02-02,HR615,372,1.0
house_114_1st_58,house,114,1,58,57,2015-02-03,HR596,416,1.0
house_114_1st_64,house,114,1,64,63,2015-02-04,HR50,414,1.0
house_114_1st_68,house,114,1,68,67,2015-02-05,HR527,414,1.0
house_114_1st_70,house,114,1,70,69,2015-02-10,HR720,403,1.0
house_114_1st_69,house,114,1,69,68,2015-02-10,HR719,405,1.0
house_114_1st_76,house,114,1,76,75,2015-02-11,HR431,411,1.0
house_114_1st_75,house,114,1,75,74,2015-02-11,S1,413,1.0
house_114_1st_80,house,114,1,80,79,2015-02-12,HR644,407,1.0
house_114_1st_82,house,114,1,82,81,2015-02-13,HR636,405,1.0
house_114_1st_85,house,114,1,85,84,2015-02-24,HR734,402,1.0
house_114_1st_90,house,114,1,90,89,2015-02-25,HR529,412,1.0
house_114_1st_88,house,114,1,88,87,2015-02-25,HR1020,411,1.0
house_114_1st_104,house,114,1,104,103,2015-02-27,HJRES35,418,1.0
house_114_1st_112,house,114,1,112,111,2015-03-04,HR749,408,1.0
house_114_1st_113,house,114,1,113,112,2015-03-16,HR647,390,1.0
house_114_1st_114,house,114,1,114,113,2015-03-16,HR648,388,1.0
house_114_1st_121,house,114,1,121,120,2015-03-17,HR1029,408,1.0
house_114_1st_125,house,114,1,125,124,2015-03-18,HR1030,407,1.0
house_114_1st_128,house,114,1,128,127,2015-03-19,SJRES8,409,1.0
house_114_1st_144,house,114,1,144,143,2015-03-26,HR2,420,1.0
house_114_1st_147,house,114,1,147,146,2015-04-13,HR1480,392,1.0
house_114_1st_146,house,114,1,146,145,2015-04-13,HR1265,394,1.0
house_114_1st_145,house,114,1,145,144,2015-04-13,HR1259,393,1.0
house_114_1st_151,house,114,1,151,150,2015-04-14,HR650,416,1.0
house_114_1st_152,house,114,1,152,151,2015-04-14,HR685,417,1.0
house_114_1st_156,house,114,1,156,155,2015-04-15,HR1562,415,1.0
house_114_1st_161,house,114,1,161,160,2015-04-16,HR1105,410,1.0
house_114_1st_159,house,114,1,159,158,2015-04-16,HR622,415,1.0
house_114_1st_167,house,114,1,167,166,2015-04-22,HR1195,409,1.0
house_114_1st_170,house,114,1,170,169,2015-04-22,HR1560,414,1.0
house_114_1st_173,house,114,1,173,172,2015-04-23,HR1731,409,1.0
house_114_1st_175,house,114,1,175,174,2015-04-28,HR1324,402,1.0
house_114_1st_177,house,114,1,177,176,2015-04-29,HR651,414,1.0
house_114_1st_194,house,114,1,194,193,2015-04-30,HJRES43,411,1.0
house_114_1st_183,house,114,1,183,182,2015-04-30,SCONRES11,414,1.0
house_114_1st_193,house,114,1,193,192,2015-04-30,HR2029,409,1.0
house_114_1st_215,house,114,1,215,214,2015-05-01,HR2028,408,1.0
house_114_1st_219,house,114,1,219,218,2015-05-12,HR1732,407,1.0
house_114_1st_216,house,114,1,216,215,2015-05-12,HR606,404,1.0
house_114_1st_223,house,114,1,223,222,2015-05-13,HR36,417,1.0
house_114_1st_224,house,114,1,224,223,2015-05-13,HR2048,417,1.0
house_114_1st_227,house,114,1,227,226,2015-05-14,HR2297,414,1.0
house_114_1st_239,house,114,1,239,238,2015-05-15,HR1735,411,1.0
house_114_1st_241,house,114,1,241,240,2015-05-18,HR1313,396,1.0
house_114_1st_247,house,114,1,247,246,2015-05-19,HR2250,415,1.0
house_114_1st_244,house,114,1,244,243,2015-05-19,S178,414,1.0
house_114_1st_249,house,114,1,249,248,2015-05-19,HR2353,413,1.0
house_114_1st_260,house,114,1,260,259,2015-05-20,HR880,410,1.0
house_114_1st_258,house,114,1,258,257,2015-05-20,HR1806,413,1.0
house_114_1st_262,house,114,1,262,261,2015-05-21,HR2262,408,1.0
house_114_1st_267,house,114,1,267,266,2015-06-01,HR1335,371,1.0
house_114_1st_297,house,114,1,297,296,2015-06-03,HR2578,416,1.0
house_114_1st_309,house,114,1,309,307,2015-06-09,HR2289,408,1.0
house_114_1st_329,house,114,1,329,327,2015-06-09,HR2577,417,1.0
house_114_1st_333,house,114,1,333,331,2015-06-10,HR2393,422,1.0
house_114_1st_358,house,114,1,358,356,2015-06-11,HR2685,419,1.0
house_114_1st_365,house,114,1,365,363,2015-06-15,HR2559,381,1.0
house_114_1st_369,house,114,1,369,367,2015-06-16,HR2596,416,1.0
house_114_1st_375,house,114,1,375,373,2015-06-18,HR160,412,1.0
house_114_1st_376,house,114,1,376,374,2015-06-23,HR1190,389,1.0
house_114_1st_384,house,114,1,384,382,2015-06-24,HR2042,418,1.0
house_114_1st_423,house,114,1,423,421,2015-07-08,HR5,422,1.0
house_114_1st_428,house,114,1,428,426,2015-07-09,HR2647,420,1.0
house_114_1st_433,house,114,1,433,431,2015-07-10,HR6,412,1.0
house_114_1st_436,house,114,1,436,434,2015-07-14,HR2997,414,1.0
house_114_1st_437,house,114,1,437,435,2015-07-14,HR1723,417,1.0
house_114_1st_435,house,114,1,435,433,2015-07-14,HR251,404,1.0
house_114_1st_441,house,114,1,441,439,2015-07-15,HR3038,422,1.0
house_114_1st_447,house,114,1,447,445,2015-07-16,HR2898,412,1.0
house_114_1st_448,house,114,1,448,446,2015-07-21,HR1557,395,1.0
house_114_1st_458,house,114,1,458,456,2015-07-22,HR1734,417,1.0
house_114_1st_462,house,114,1,462,460,2015-07-23,HR1599,417,1.0
house_114_1st_466,house,114,1,466,464,2015-07-23,HR3009,412,1.0
house_114_1st_467,house,114,1,467,465,2015-07-27,S1482,370,1.0
house_114_1st_482,house,114,1,482,480,2015-07-28,HR427,400,1.0
house_114_1st_486,house,114,1,486,484,2015-07-29,HR3236,411,1.0
house_114_1st_489,house,114,1,489,487,2015-07-29,HR1994,418,1.0
house_114_1st_490,house,114,1,490,488,2015-09-08,S1359,381,1.0
house_114_1st_494,house,114,1,494,492,2015-09-11,HR3460,424,1.0
house_114_1st_493,house,114,1,493,491,2015-09-11,HR3461,422,1.0
house_114_1st_501,house,114,1,501,499,2015-09-17,HR758,417,1.0
house_114_1st_506,house,114,1,506,504,2015-09-18,HR3504,416,1.0
house_114_1st_505,house,114,1,505,503,2015-09-18,HR3134,419,1.0
house_114_1st_507,house,114,1,507,505,2015-09-24,HR322,397,1.0
house_114_1st_518,house,114,1,518,516,2015-09-25,HR348,394,1.0
house_114_1st_520,house,114,1,520,518,2015-09-28,HR2786,403,1.0
house_114_1st_524,house,114,1,524,522,2015-09-29,HR3495,420,1.0
house_114_1st_526,house,114,1,526,524,2015-09-30,S2082,414,1.0
house_114_1st_533,house,114,1,533,531,2015-10-01,HR3457,415,1.0
house_114_1st_532,house,114,1,532,530,2015-10-01,HR1735,417,1.0
house_114_1st_534,house,114,1,534,532,2015-10-06,HR1553,402,1.0
house_114_1st_540,house,114,1,540,538,2015-10-07,HR3192,415,1.0
house_114_1st_544,house,114,1,544,542,2015-10-08,HR538,418,1.0
house_114_1st_549,house,114,1,549,547,2015-10-09,HR702,411,1.0
house_114_1st_551,house,114,1,551,549,2015-10-20,HR3350,407,1.0
house_114_1st_559,house,114,1,559,557,2015-10-21,HR10,422,1.0
house_114_1st_557,house,114,1,557,555,2015-10-21,HR692,420,1.0
house_114_1st_565,house,114,1,565,563,2015-10-22,HR1937,422,1.0
house_114_1st_568,house,114,1,568,566,2015-10-23,HR3762,420,1.0
house_114_1st_576,house,114,1,576,574,2015-10-27,HR597,423,1.0
house_114_1st_575,house,114,1,575,573,2015-10-27,HR1090,423,1.0
house_114_1st_582,house,114,1,582,579,2015-11-02,HR1853,384,1.0
house_114_1st_626,house,114,1,626,623,2015-11-16,HR308,401,1.0
house_114_1st_628,house,114,1,628,625,2015-11-16,HR1384,399,1.0
house_114_1st_633,house,114,1,633,630,2015-11-17,HR511,418,1.0
house_114_1st_631,house,114,1,631,628,2015-11-17,HR1694,415,1.0
house_114_1st_637,house,114,1,637,634,2015-11-18,HR1737,420,1.0
house_114_1st_636,house,114,1,636,633,2015-11-18,HR1210,421,1.0
